specobjid,spiral,elliptical,uncertain
2819407368473831424,0,1,0
2567104076143683584,0,0,1
2814791618643650560,0,0,1
877221477135443968,0,0,1
534973187897714688,0,0,1
3123360766858651648,1,0,0
1345484519238559744,0,0,1
540460575956690944,0,0,1
850141878337693696,0,0,1
1853232129983408128,1,0,0
2225998732128708608,0,0,1
1638305912315734016,1,0,0
3106487661418801152,0,0,1
1382679623283795968,0,0,1
521347763972106240,0,0,1
1572927302164047872,0,0,1
1109142565787035648,1,0,0
2799135117753214976,0,0,1
2526611263845328896,0,0,1
661013780225878016,1,0,0
1881398868235544576,1,0,0
1362355975025092608,0,0,1
2247331456076507136,0,0,1
2525446881014736896,0,0,1
1373694139299817472,0,0,1
331031923239446528,0,0,1
474036052047194112,0,0,1
952650724670466048,0,0,1
695869948479694848,0,0,1
952520432542574592,0,0,1
1611210645645060096,0,0,1
2064919472262637568,1,0,0
557408723048359936,1,0,0
587844854776621056,0,0,1
709452215634388992,0,0,1
1394030157248882688,0,0,1
639542246105966592,0,0,1
2184283534305290240,0,1,0
510140716945532928,0,0,1
1922070085590083584,0,1,0
1767806392841824256,1,0,0
449285220605126656,0,1,0
1472827212708210688,1,0,0
1007726089658722304,0,0,1
1303858107583064064,1,0,0
1535820982776784896,0,0,1
955922047177877504,0,0,1
2670777029003077632,1,0,0
546206622381271040,0,0,1
699301799248553984,0,0,1
1435582079994718208,1,0,0
860315384601929728,0,0,1
399830561490757632,0,0,1
1106773118430504960,0,0,1
2014340832789817344,0,0,1
2246211053375481856,1,0,0
746508232985438208,1,0,0
2400453569485498368,0,0,1
2802455367672424448,0,0,1
1551530804914448384,0,0,1
1115872131335350272,0,0,1
731885278058276864,0,0,1
1001017970593392640,0,0,1
2484959835263625216,0,0,1
2513020201151260672,0,0,1
1370268609967843328,0,0,1
1122627256351483904,0,1,0
1026901844741351424,0,0,1
351432806754183168,1,0,0
1526770352342984704,0,0,1
3112015731022129152,0,0,1
2366781586076100608,0,0,1
624988560646236160,0,0,1
1562776335938512896,0,0,1
354719246573398016,0,0,1
567602300852398080,0,0,1
308567525069711360,0,0,1
1437776426450315264,0,0,1
1346582656627795968,0,0,1
420005775226726400,1,0,0
2922953601611491328,0,0,1
1766627441817708544,0,0,1
1464859325527779328,0,0,1
600160758893930496,0,0,1
2269924776849991680,1,0,0
1121531041698310144,1,0,0
1343254433571563520,0,0,1
811879698207369216,0,0,1
2248496663624706048,0,1,0
837837243979687936,1,0,0
2983786561318971392,0,0,1
2436526353563019264,0,0,1
1030234739631482880,0,0,1
642962552438941696,0,0,1
1498612129954031616,0,0,1
2496291131181000704,0,0,1
2285739872192849920,0,1,0
341210096153421824,0,0,1
2167412901827078144,0,0,1
2000809686198151168,0,0,1
696984578509793280,0,0,1
1592147590319728640,1,0,0
2561432245898340352,0,0,1
2792242828695070720,1,0,0
484168877270394880,1,0,0
2414098513433487360,0,0,1
988568470109054976,1,0,0
823038920487888896,0,0,1
1123699555334907904,0,0,1
1578631014589163520,1,0,0
2992675837901301760,1,0,0
1427669993264277504,0,0,1
1334283243154860032,0,0,1
952540773507688448,0,0,1
1965879287957448704,0,0,1
2412932488297998336,0,0,1
343466843735877632,1,0,0
1381610348309669888,0,0,1
465022530600593408,0,1,0
2741667492454754304,1,0,0
1534674741770610688,0,0,1
336752127198128128,0,0,1
2424066968144340992,1,0,0
549439461528725504,0,0,1
2522024926437730304,0,0,1
604658861516810240,0,0,1
887278984805509120,0,0,1
1084283985829324800,0,0,1
2826174032842352640,0,0,1
1133835402537363456,0,0,1
2046909746291697664,0,0,1
2264252391329130496,1,0,0
2996150294695405568,1,0,0
1516635325512837120,1,0,0
307470488081295360,0,0,1
854666918760572928,0,0,1
2845254694362703872,0,0,1
3135693713959839744,0,0,1
556360337486538752,1,0,0
1864524664743684096,0,0,1
1807135647429847040,0,0,1
2408442627432146944,1,0,0
2439899930165274624,0,0,1
2041361325069723648,1,0,0
845569284624115712,1,0,0
1785743822114809856,0,0,1
1960282498726389760,0,0,1
1827481560799012864,0,0,1
1496424926465255424,0,0,1
1997419890205550592,0,0,1
1140672990489372672,0,0,1
1765524081916012544,1,0,0
2512004527100553216,0,0,1
2355393658280241152,0,1,0
1356717678877763584,0,1,0
1996242577275250688,1,0,0
2077446750980827136,0,0,1
1599907668745545728,0,0,1
3109902469639989248,0,0,1
1998482569670191104,0,0,1
2802403140870105088,1,0,0
717243082231277568,1,0,0
2375756338866186240,0,0,1
2104338867543894016,0,1,0
1173261415927015424,0,0,1
1465923649209919488,0,0,1
1317443399854352384,0,0,1
1307213542780332032,1,0,0
1617968519893248000,0,0,1
520182831419254784,0,0,1
451599966972962816,1,0,0
1881401891892520960,0,0,1
2666190690957944832,1,0,0
611513216836593664,1,0,0
719496530842642432,1,0,0
554085173721851904,1,0,0
1454747387938498560,0,0,1
2792350580834592768,0,1,0
1122650071217760256,1,0,0
1074267430907308032,0,0,1
2509762348131051520,0,0,1
3104148450011277312,1,0,0
2356646008030521344,1,0,0
680144183926745088,0,1,0
1570683468877162496,0,0,1
1435539748797048832,0,0,1
495557343967209472,1,0,0
2016648158058145792,0,0,1
1765558166776473600,0,0,1
1558332659728410624,0,1,0
3323751434364676096,1,0,0
2031178472721770496,1,0,0
1180014066773551104,1,0,0
557343027228600320,0,1,0
1777881498200860672,0,0,1
2519806943015495680,0,0,1
1023592313936439296,0,1,0
425708123412523008,0,0,1
2239477375278540800,0,0,1
1377040778789939200,0,0,1
460535424486500352,1,0,0
1015618381237217280,0,0,1
631757429591271424,0,0,1
469586328489584640,0,0,1
504443047438739456,0,0,1
3144722898984396800,0,0,1
1039261179685398528,0,0,1
1956841577070487552,0,1,0
2489373553640630272,0,0,1
304128521683363840,0,0,1
2179744749416638464,1,0,0
331176509018499072,0,0,1
378398334626326528,1,0,0
403073021784385536,1,0,0
2810351240934877184,0,0,1
2291244850978252800,0,0,1
1865763539252176896,1,0,0
1947957530617473024,0,0,1
2912769374001588224,0,0,1
459541465136130048,0,1,0
606941997244114944,0,0,1
1918673957188298752,0,0,1
482026478964336640,0,0,1
852345024812181504,0,0,1
372722936672446464,0,0,1
2161788349877086208,0,0,1
2575094777317976064,1,0,0
963925940394551296,1,0,0
2358931062299584512,0,0,1
809527567538219008,0,0,1
2411727698834515968,0,0,1
2244045021290457088,0,0,1
2938656831192459264,0,0,1
1371440689983809536,0,0,1
2584056347326703616,0,0,1
2070569294458021888,0,1,0
2738218877992331264,0,0,1
2649298069790681088,0,0,1
398703562139396096,0,0,1
1969245722633070592,0,1,0
484159806299465728,0,0,1
1882628122470279168,0,0,1
2175317841060849664,0,0,1
2796893767796287488,0,0,1
951508056775092224,0,0,1
807357136030951424,1,0,0
2559275553840457728,0,0,1
1851055365899184128,0,0,1
981914225502873600,0,0,1
1373658130294007808,1,0,0
1171033255562995712,1,0,0
1799243902234945536,0,0,1
1825203652516669440,0,0,1
1565073216114812928,1,0,0
1914163491049072640,0,0,1
2236200275889121280,0,0,1
1808348683515750400,0,0,1
1547051944667801600,0,0,1
1483993848236500992,0,0,1
659857643698939904,0,0,1
1642779000965195776,1,0,0
1853250546803173376,0,1,0
3087316296749049856,0,0,1
727448480137635840,1,0,0
2087543281683556352,0,0,1
752197106432763904,0,0,1
1571858851622316032,0,0,1
2107735534829856768,0,0,1
744270727124903936,0,1,0
1886017916919375872,0,1,0
1619198873538947072,0,0,1
1542568411245078528,0,1,0
2817136327223437312,0,0,1
385232893737199616,0,1,0
990830990395992064,1,0,0
573131196045748224,0,0,1
1558393957501659136,1,0,0
2558216999087925248,0,0,1
1468316190370719744,0,0,1
2227177408560130048,0,0,1
2439895257240856576,0,1,0
1168783379072575488,1,0,0
1110164287168473088,0,0,1
1826347144643110912,0,0,1
1123781468951177216,1,0,0
918768448757065728,0,1,0
2062684160039872512,1,0,0
380588831549712384,0,0,1
2019884574527481856,0,0,1
2659381140585998336,1,0,0
2730314215481960448,0,0,1
1335369560710211584,1,0,0
567501145782642688,0,0,1
708313121604790272,1,0,0
1975971985502529536,1,0,0
2442160520485169152,1,0,0
675655981455140864,0,0,1
2573908679065626624,0,0,1
1186801623238731776,1,0,0
344577900638398464,0,0,1
2250712455455991808,0,0,1
1921995318799394816,0,0,1
2925227666955069440,0,0,1
1651773006046849024,0,0,1
1597673461034018816,0,0,1
891765267376400384,0,1,0
1989571570787444736,0,1,0
1051594131232548864,0,0,1
2041277212430198784,1,0,0
2725886482391787520,1,0,0
323200377413462016,1,0,0
2988264867581945856,0,0,1
957168067035555840,0,0,1
1048245292803057664,1,0,0
1997411643868342272,0,0,1
2187739849157535744,0,0,1
2278869298975893504,0,0,1
2185436372297345024,0,0,1
1068564264463132672,0,0,1
1918579124310403072,0,0,1
1527901749824743424,0,0,1
2989407534252582912,0,0,1
325495057626982400,0,0,1
2425308597136156672,0,0,1
2924085274357032960,1,0,0
2397073133719808000,0,0,1
883982648962213888,0,0,1
2292414456640071680,1,0,0
2429846001209600000,0,1,0
1134922544676104192,1,0,0
2352159720342579200,0,0,1
2385927651509430272,1,0,0
1861170054784116736,0,0,1
647395508997875712,0,0,1
1176673750263818240,1,0,0
2999432062345177088,0,1,0
2731558032239519744,1,0,0
2665148354018699264,0,0,1
1782363373548103680,0,0,1
958231295417149440,1,0,0
2061536549777991680,1,0,0
311884201811011584,0,1,0
859094651766859776,0,1,0
2350922769677445120,0,0,1
1774480159366211584,0,0,1
1308448843506935808,1,0,0
584417956256049152,0,0,1
545052684894365696,1,0,0
3319218697578506240,1,0,0
2171976425207261184,0,0,1
506676705444784128,1,0,0
586689273122547712,0,0,1
928906219333117952,0,0,1
1194610356916348928,0,0,1
1900675506362148864,0,0,1
2164111617963354112,0,1,0
350330820822591488,1,0,0
370520334769612800,0,0,1
1508825768594008064,0,0,1
3132428165348091904,0,0,1
2080744186956507136,0,0,1
1501962891606124544,0,1,0
1312960965741930496,0,0,1
418867512273299456,0,0,1
574354677726996480,0,0,1
1042678187097614336,1,0,0
2224809883939661824,0,0,1
2106606061476669440,1,0,0
1184496496272238592,0,0,1
2849682152860182528,1,0,0
1949043854581721088,1,0,0
2832918443274037248,0,1,0
1617952302096738304,0,0,1
344566355766306816,0,0,1
2036876965033568256,0,0,1
1320771347244148736,0,1,0
1495211340824864768,0,0,1
838960120346994688,0,0,1
2663968852550903808,1,0,0
1360101425945798656,1,0,0
2804764891813013504,0,0,1
1351127211972782080,1,0,0
1388385538976802816,0,0,1
1892772486794209280,0,1,0
2724826002302724096,0,0,1
2108813623613745152,0,0,1
729729692491343872,0,0,1
1981702360195426304,1,0,0
386300519544547328,0,0,1
1034814479868651520,0,0,1
1851054266387556352,1,0,0
1512152066296932352,0,0,1
381765858713692160,0,1,0
1914102743031638016,0,0,1
2982602107502225408,0,0,1
682393514637551616,0,0,1
2948761343555037184,0,0,1
2087471538549843968,0,0,1
622663089073973248,0,0,1
2066165493831591936,0,0,1
2182015516627986432,0,0,1
2801242886123841536,0,0,1
3114358235629381632,1,0,0
1512213364070180864,1,0,0
2491682528159623168,0,0,1
1387200540269635584,0,0,1
511288057211676672,1,0,0
2248579401874696192,0,0,1
573256540371314688,0,0,1
2492836190768621568,0,0,1
1902829724736972800,0,0,1
2014268539900291072,0,0,1
2360055862225037312,0,0,1
2416193915435640832,0,0,1
1959215422658078720,0,0,1
2111174825102829568,0,0,1
3129001811365619712,1,0,0
3090671181569746944,0,0,1
2495156435197913088,0,0,1
2573822092524939264,1,0,0
2015371893393090560,0,0,1
3128992465516783616,0,0,1
863711501377103872,0,0,1
1768917999516936192,0,0,1
837697606002960384,0,0,1
657634706501691392,0,0,1
1470574862182410240,0,1,0
954884661815830528,0,0,1
344700496184895488,0,0,1
2941980105171298304,1,0,0
704979127572129792,0,0,1
2403841995047987200,0,0,1
2397041797638416384,0,0,1
2560315967003453440,1,0,0
2036887960149846016,0,1,0
845725415275259904,1,0,0
2932987474495956992,0,0,1
2411763707840325632,1,0,0
719488009627527168,0,0,1
2375719230348748800,0,0,1
2724829575715514368,0,0,1
2182085885372164096,1,0,0
1979398883301681152,1,0,0
614808181461248000,0,1,0
2411827754392643584,1,0,0
1523404748089223168,0,0,1
712790883178670080,0,0,1
1445662123358185472,0,0,1
440337669268989952,0,0,1
3325937538392156160,1,0,0
2573906205164464128,0,0,1
1914058487688620032,0,0,1
2012024440124106752,0,1,0
2658405598944585728,0,0,1
1969253419214465024,0,0,1
2031219979285719040,1,0,0
1575151340198324224,0,0,1
1926433766490793984,0,1,0
2998352337061308416,0,1,0
442542465161914368,0,0,1
567493174323341312,1,0,0
808543504681691136,0,0,1
2219285663834990592,1,0,0
638542790002763776,1,0,0
1568511933395527680,1,0,0
1366858200766244864,0,1,0
2019871380387948544,0,0,1
2027890662606661632,0,0,1
1774537883726669824,0,0,1
1888162509014198272,0,0,1
2426448228875528192,1,0,0
2483791608135313408,0,0,1
438074324801316864,0,0,1
3146988447592376320,1,0,0
734123333892728832,0,0,1
1607840642606589952,0,0,1
555135482237839360,0,0,1
1318559129228306432,0,0,1
2578415577680865280,0,1,0
873797597540673536,0,0,1
1068608794684057600,1,0,0
1911827022867359744,0,0,1
2346477991690790912,1,0,0
1950067218603599872,0,0,1
1124866135259375616,0,0,1
895232027958208512,0,0,1
2811490884334413824,0,0,1
1548191588486768640,0,0,1
1625904520078845952,0,1,0
2415061143279134720,1,0,0
751096220432230400,0,1,0
1935422829524707328,1,0,0
1522269223026452480,0,0,1
2636876061425559552,0,0,1
2039123812699629568,0,0,1
1011073278351009792,0,0,1
2275598251413497856,0,0,1
1113582119482845184,0,0,1
1135053936315623424,1,0,0
420112702732527616,0,1,0
1523484737560143872,1,0,0
1513218867487336448,1,0,0
1910766268957353984,0,0,1
1489665129481005056,0,1,0
1849863220399990784,0,0,1
1113590640697960448,0,1,0
1983917057011378176,0,0,1
642916098072668160,0,1,0
486473728637560832,1,0,0
871579332277987328,0,0,1
2223771675671947264,0,0,1
1637188258762876928,1,0,0
952535275949549568,1,0,0
2913868061599623168,0,0,1
2420734903155976192,0,1,0
1463842552099661824,0,1,0
2924109738490750976,0,0,1
1523433060513638400,0,0,1
1388381965564012544,0,0,1
2098683529251547136,0,0,1
1339889378536744960,1,0,0
1619066932143613952,0,0,1
2399382650629416960,0,0,1
2073931876396984320,0,1,0
1046133405206472704,1,0,0
1623663165558515712,0,0,1
1794687525361575936,1,0,0
811848911881791488,0,0,1
1625800891107928064,0,0,1
377286728387422208,0,0,1
537076279787153408,1,0,0
3129013356237711360,1,0,0
657677862333081600,0,0,1
2581803447934281728,0,1,0
2792359102049708032,1,0,0
649809487581964288,0,0,1
1646208927404156928,0,1,0
1642772129017522176,0,0,1
1491860303858657280,0,1,0
1324075654580299776,1,0,0
1029199828975904768,0,0,1
1613555629790619648,0,1,0
577652106522028032,0,0,1
351417963347208192,1,0,0
2802368781131737088,0,1,0
1140586678826592256,0,1,0
2501875825700268032,0,0,1
2256380716700952576,0,0,1
750999463408986112,1,0,0
2916173462621939712,1,0,0
1348952377989818368,0,0,1
1948980082907310080,0,0,1
967202209798318080,0,1,0
336723539895805952,0,0,1
593393820419254272,0,0,1
3089513671391471616,0,0,1
664404949483939840,1,0,0
1892745273881421824,0,0,1
3144664075112310784,0,0,1
880563167481063424,0,0,1
3090651940116260864,0,0,1
1900554560083093504,1,0,0
2549131459109611520,0,0,1
1127093471509768192,0,1,0
639513933681551360,0,0,1
3324941105962706944,0,1,0
2926258184261756928,0,0,1
1031451897912911872,0,0,1
1766541679910742016,0,0,1
2019983255696074752,1,0,0
1051757408709273600,0,0,1
2072836487770040320,0,0,1
2054786355350759424,0,0,1
1512145744105072640,1,0,0
1764397632303687680,0,0,1
3116599865346385920,1,0,0
1446933433459697664,0,1,0
1113549958767732736,0,1,0
681237652837525504,1,0,0
1033684181831411712,0,0,1
2390435924077996032,0,1,0
728586200297793536,1,0,0
2164046471899408384,1,0,0
2847497973229709312,0,0,1
2657233518978951168,0,0,1
564104203249674240,0,0,1
671061398129764352,0,0,1
2107808652353103872,0,0,1
1908442456685307904,0,0,1
1892751870951188480,0,0,1
1333214517835884544,0,1,0
479713656238532608,0,1,0
309771765129701376,0,0,1
2192232454423603200,1,0,0
2524375687834396672,0,0,1
645190163651127296,1,0,0
1424407738439460864,0,0,1
1363531082489686016,0,1,0
2220304361257461760,1,0,0
2032404428002191360,0,0,1
1311820771378620416,0,0,1
2194453467945265152,1,0,0
2380281935118231552,1,0,0
2982514971205724160,1,0,0
2999399351874250752,0,0,1
2442176738281678848,0,0,1
2661683517565462528,0,0,1
1508749352535877632,0,0,1
825327274818562048,1,0,0
729687636171581440,0,1,0
1953499611209426944,0,0,1
2818151171020056576,0,0,1
1520082568723064832,1,0,0
1892748297538398208,0,0,1
1797059721799165952,0,0,1
1191322265363441664,0,0,1
466291917580167168,1,0,0
2029026728449435648,0,1,0
683524637274957824,0,0,1
1007734335995930624,0,1,0
1861268461074802688,1,0,0
2287985355116275712,0,0,1
462869411888392192,1,0,0
2099836367176493056,0,0,1
2031242519274088448,0,0,1
707082493752272896,0,0,1
586765139424864256,0,0,1
2672888091278075904,0,0,1
2975769742180116480,0,0,1
1536889982973667328,0,0,1
424482442808682496,0,1,0
1921988446851721216,0,0,1
1553842803375630336,0,0,1
1366979971679021056,1,0,0
2919473646772709376,0,0,1
1318541811920168960,0,0,1
1519989385112610816,0,0,1
352467721805391872,0,0,1
1544824608635512832,0,1,0
485357174462113792,1,0,0
1473803849029412864,1,0,0
1986161435993991168,1,0,0
2196755019921909760,1,0,0
505640690479294464,0,0,1
1542560989541591040,1,0,0
2353183914836649984,0,0,1
2797885802699319296,1,0,0
1093393989438040064,0,0,1
2568215408041551872,1,0,0
2365608402857519104,1,0,0
883997217491281920,1,0,0
2747305238158403584,0,0,1
1803827492742522880,1,0,0
3097396069764458496,1,0,0
1646124814764632064,0,0,1
1116966968981743616,1,0,0
2107702824358930432,0,0,1
645277574825535488,1,0,0
650808118548129792,0,1,0
2393778164565305344,0,0,1
2510848115460827136,0,0,1
465071733745936384,1,0,0
2925175440152750080,0,0,1
1909570549625939968,0,0,1
2358901375485634560,0,0,1
2901480687246796800,0,0,1
2032310419758016512,1,0,0
1132794165059414016,0,1,0
1488487277549086720,0,0,1
622671060533274624,1,0,0
1639401850966927360,1,0,0
862459157549180928,1,0,0
835436460541765632,0,1,0
1343217874809939968,1,0,0
736488108660385792,0,0,1
2936495741054511104,1,0,0
2636903549216253952,1,0,0
1605704566307842048,1,0,0
1042651798818547712,0,0,1
1393978205324470272,0,0,1
456111538529396736,0,0,1
1855486123334199296,0,0,1
570898362455320576,0,0,1
2062735562208471040,0,1,0
2946606575575394304,0,0,1
705954120967677952,1,0,0
3129018304040036352,1,0,0
447099116225325056,0,0,1
564139937377576960,0,1,0
1427704627880552448,0,1,0
350206301130745856,0,0,1
2047000456000989184,1,0,0
336671587971393536,0,0,1
1109138717496338432,1,0,0
1081003864108328960,1,0,0
3091839137813129216,0,0,1
2817126156740880384,0,0,1
1075392231369631744,0,0,1
2810295165841860608,0,1,0
1553794974619822080,1,0,0
918739586576836608,1,0,0
1976037681322289152,1,0,0
1366861774179035136,1,0,0
1374829660403165184,0,0,1
316499396936099840,1,0,0
2103321819137206272,0,0,1
1639454627525060608,0,0,1
2490588239161747456,1,0,0
1168838904409778176,1,0,0
2666303665777698816,1,0,0
2836174652479399936,1,0,0
2108963432073029632,1,0,0
2659539470260398080,0,0,1
1832972803205261312,0,0,1
3091817422458480640,0,0,1
2819276251712219136,0,0,1
1526767878441822208,0,0,1
2727036845476046848,1,0,0
949308208835487744,0,0,1
325521445906049024,0,0,1
3001808926674020352,1,0,0
659861491989637120,0,0,1
1174326013698533376,0,1,0
1929903000319453184,0,0,1
2508653490570553344,0,0,1
1124885926468675584,0,0,1
1787966210327996416,0,0,1
1595495053571155968,1,0,0
555094800307611648,0,0,1
696983204120258560,0,0,1
1363617119274559488,0,0,1
2381329764448233472,0,0,1
712844759248431104,1,0,0
1769953189764818944,1,0,0
1489722304085649408,0,0,1
2098797878460835840,1,0,0
2439970573787359232,0,0,1
1087628425306335232,1,0,0
994282358452545536,1,0,0
2057129415082534912,0,0,1
2364446491512170496,0,0,1
881750915000854528,0,0,1
2444393628617959424,0,0,1
1957966927204739072,1,0,0
1822981534500546560,0,0,1
1037086895038818304,0,0,1
2641456076976842752,0,0,1
1579706068039133184,1,0,0
1086544853174609920,0,0,1
2414053433456748544,0,0,1
2804712665010694144,0,0,1
2360011057126205440,0,0,1
2672986497568761856,0,0,1
2992678861558278144,0,0,1
2564896257315203072,1,0,0
836555213606250496,0,0,1
1006618882019977216,0,1,0
2526527975839524864,0,0,1
499987001404057600,0,0,1
403202214400649216,0,0,1
2358844475758897152,1,0,0
814141668050626560,0,0,1
1574165902465722368,0,1,0
1916295438089086976,1,0,0
2433221771231520768,0,0,1
2417447071415035904,0,0,1
1950195311708235776,0,0,1
1791343360477259776,0,0,1
2558093304029800448,0,1,0
585502899438643200,0,0,1
1495301775656249344,1,0,0
1818477386493093888,0,0,1
1056195313120864256,0,0,1
2979184829842614272,0,0,1
2643705953031055360,0,0,1
2909491730090846208,0,0,1
1633764929762781184,0,0,1
585524065037477888,0,0,1
1470524284647532544,0,0,1
1323084444847859712,0,0,1
1818504049650067456,1,0,0
2057185765053458432,0,0,1
528096291549374464,1,0,0
1609063299402459136,0,0,1
637394899628484608,0,0,1
963899002359670784,0,0,1
1055036977604225024,0,0,1
2026777677398042624,1,0,0
820783272517724160,0,0,1
3249416200966400000,0,0,1
2734944802998085632,0,0,1
2075197144687470592,0,0,1
567593779637282816,1,0,0
970551047472834560,0,0,1
1063985901819947008,0,0,1
1980514062919821312,0,0,1
1829727314154383360,0,0,1
510185247166457856,0,0,1
1932099554807670784,0,0,1
456158267773577216,0,0,1
1314045358866720768,0,0,1
1586538701410822144,0,0,1
829916366692706304,0,0,1
945772179373451264,0,0,1
453753911644284928,0,0,1
2635797440451602432,1,0,0
1469334059300710400,1,0,0
469598697995397120,0,0,1
600221781789272064,0,0,1
1995197491087173632,0,1,0
665425570565220352,1,0,0
1596558281331992576,0,0,1
1126028044289468416,1,0,0
2935323656793909248,0,0,1
2019917834754222080,0,0,1
576492396682962944,0,0,1
1832973902716889088,0,0,1
1480712081073268736,0,0,1
458391925712513024,1,0,0
1515502828519450624,1,0,0
2365555626299385856,0,0,1
1979476123993532416,1,0,0
1447929865905924096,0,0,1
2078469572159105024,0,0,1
2031232348791531520,1,0,0
1135028372670277632,0,0,1
2241712402070530048,0,0,1
1544771557199472640,0,0,1
2019876603068180480,0,0,1
1096729354320242688,0,0,1
1064100800785049600,1,0,0
1936613325370583040,1,0,0
970545000158881792,0,0,1
940237511911827456,1,0,0
528175731264481280,0,0,1
742107713479141376,0,0,1
1569584511753152512,1,0,0
465057989850589184,1,0,0
2930804668953028608,1,0,0
494374544199411712,0,1,0
594546103236454400,0,0,1
2115672377835677696,0,0,1
2508669983244969984,0,0,1
2162943936648210432,0,0,1
1887048428840577024,0,0,1
1005477313636231168,0,0,1
731982309959428096,1,0,0
1923203950547331072,1,0,0
2824884035908560896,1,0,0
2498525888933554176,1,0,0
1382739271789602816,0,0,1
1527996032946825216,0,0,1
1028043412789553152,0,1,0
1364655878506047488,0,0,1
2910576672250030080,0,0,1
1335450924570667008,0,0,1
1316248505542535168,0,1,0
313164033211525120,1,0,0
1903968265420433408,0,0,1
1557277403359766528,0,0,1
1187989924540868608,0,0,1
425678986354386944,1,0,0
2374632363121469440,0,0,1
2100982058326190080,0,0,1
2803539766417582080,0,1,0
2980415733378344960,0,0,1
2516495482864297984,0,0,1
438143319155959808,0,0,1
1076397734619015168,1,0,0
1605567127354370048,1,0,0
475178169582774272,0,0,1
331080026873161728,0,0,1
1169956008794023936,0,0,1
695917227479689216,0,0,1
1369269154518951936,0,0,1
2791263993887483904,1,0,0
2044656561686603776,1,0,0
2581858148637763584,0,1,0
2357733975339853824,0,1,0
2918338126189455360,0,1,0
2430818246362949632,0,0,1
2813634107743954944,0,1,0
2170806269588301824,1,0,0
1002168058413869056,0,0,1
2076249382717515776,0,0,1
3104277092871727104,0,0,1
1463728202890373120,0,0,1
322092344167917568,0,0,1
731951523633850368,0,0,1
1570695838382974976,0,0,1
551791592030103552,1,0,0
2981550704088344576,0,0,1
743138505261082624,0,0,1
1970345509155530752,0,0,1
3111005004488534016,0,0,1
2385833918143162368,1,0,0
1476182917364344832,0,0,1
2239448513098311680,1,0,0
2937574911750727680,1,0,0
3000592042213533696,0,0,1
477534699254736896,1,0,0
2373450937961310208,1,0,0
1614620781982017536,0,1,0
315355904809658368,0,0,1
672301092272367616,1,0,0
1175514310940583936,0,0,1
2810335847772088320,0,0,1
2416217005179824128,0,0,1
2906111830206212096,0,0,1
1021336115975579648,1,0,0
2031131193721776128,0,0,1
1641587130394241024,1,0,0
2013145667156862976,0,0,1
1312893070898915328,0,0,1
1574029837901785088,1,0,0
552859218038777856,0,0,1
2059336134298724352,1,0,0
2283408088260175872,0,0,1
2501920630799099904,0,0,1
2292486199773784064,0,0,1
1091045154334205952,0,0,1
380689436863653888,0,0,1
3110889830645524480,1,0,0
2349781475299190784,1,0,0
2475939716713703424,0,0,1
1883749624364165120,1,0,0
1146211229971277824,0,0,1
2585229801128224768,1,0,0
1337649398137513984,0,0,1
931184957567559680,1,0,0
3126799489810065408,1,0,0
884966161777715200,1,0,0
1820628580086867968,0,1,0
1482832488811227136,0,0,1
2671887535747131392,0,0,1
1851000665195702272,1,0,0
704960710752364544,1,0,0
2976966285742598144,0,0,1
657698753054009344,1,0,0
601270441054595072,0,1,0
1434548264169924608,0,0,1
748893348969867264,0,1,0
2025509934988290048,1,0,0
739825401848686592,1,0,0
1889348886842075136,0,0,1
2410695524844857344,1,0,0
594641210992257024,1,0,0
2902606862148986880,0,1,0
1483936948509763584,0,0,1
2521043060926736384,0,0,1
1506506898302593024,1,0,0
1093346985315952640,1,0,0
325415617911875584,0,0,1
1518942375349610496,1,0,0
2272166406197897216,1,0,0
1927696830406092800,1,0,0
2240593924303382528,1,0,0
534823379438430208,0,0,1
664348049757202432,0,0,1
2830614960390825984,1,0,0
1189114999864322048,0,1,0
2903794609165461504,0,0,1
3096265496916420608,0,0,1
2389215472630392832,0,0,1
746507683229624320,0,1,0
1370240847299241984,0,0,1
1382653235004729344,0,0,1
2360017654195972096,0,1,0
2191035361155639296,1,0,0
1991843162917726208,1,0,0
1310625051996874752,0,0,1
880582683812456448,1,0,0
1951215376004048896,0,0,1
2443352121563703296,0,0,1
2021138842467198976,0,0,1
1522248332305524736,1,0,0
819817902180952064,0,0,1
807288966310029312,0,0,1
379570413987981312,0,0,1
1365790853896890368,0,0,1
1623677184331769856,0,0,1
2345304263011362816,1,0,0
2987071072815310848,0,0,1
3118771130043754496,0,0,1
2228250806082103296,1,0,0
2078522348717238272,0,0,1
2397133057103521792,0,0,1
1953601865790810112,0,0,1
894015693186426880,0,0,1
1522227991340410880,0,0,1
1443404001738516480,0,0,1
2232769799056812032,1,0,0
1540282801348175872,1,0,0
2479339131956652032,1,0,0
1851080654666622976,1,0,0
1937702666566133760,1,0,0
1514386549205133312,0,0,1
326617108421044224,0,0,1
1890484952466745344,0,0,1
1563911856840534016,0,0,1
2004115904794748928,0,0,1
1920928785088145408,0,0,1
3121168340588980224,1,0,0
1780195140107790336,0,0,1
490957811916761088,1,0,0
930154714887120896,0,0,1
1628170888857806848,0,0,1
2902582947771082752,1,0,0
1614587796633184256,0,0,1
970669794728634368,1,0,0
2905971092717856768,1,0,0
2388035971565250560,0,1,0
984102528503277568,1,0,0
2424170047359444992,0,1,0
836570331891132416,0,0,1
2730319713040099328,0,0,1
583339335332423680,0,0,1
522445076576626688,1,0,0
